time,open,high,low,close,volume
2023-01-03,20000.0,21400.0,20000.0,21300.0,564631
2023-01-04,21300.0,22500.0,21300.0,21900.0,888298
2023-01-05,22000.0,22200.0,21300.0,21800.0,494294
2023-01-06,21600.0,22500.0,21300.0,21700.0,1135778
2023-01-09,21800.0,22000.0,21400.0,21600.0,289086
2023-01-10,21500.0,21600.0,21000.0,21400.0,331781
2023-01-11,21300.0,21800.0,21300.0,21500.0,415144
2023-01-12,21600.0,21800.0,21200.0,21600.0,342450
2023-01-13,21600.0,22800.0,21600.0,22400.0,1162447
2023-01-16,22400.0,22700.0,22200.0,22300.0,422492
2023-01-17,22400.0,22700.0,22400.0,22700.0,736112
2023-01-18,22700.0,23500.0,22700.0,23100.0,756059
2023-01-19,23100.0,23100.0,22700.0,23100.0,653121
2023-01-27,23400.0,24000.0,23000.0,23200.0,662756
2023-01-30,23200.0,23300.0,22600.0,22600.0,712043
2023-01-31,22600.0,22900.0,22100.0,22800.0,1179316
2023-02-01,23000.0,23000.0,21500.0,21800.0,848948
2023-02-02,21800.0,22100.0,21000.0,21300.0,825408
2023-02-03,21300.0,21700.0,20900.0,21300.0,367853
2023-02-06,21200.0,21300.0,20500.0,20700.0,508879
2023-02-07,20700.0,21300.0,20600.0,20800.0,398063
2023-02-08,20800.0,20900.0,20400.0,20800.0,249840
2023-02-09,20800.0,21300.0,20700.0,21100.0,329453
2023-02-10,21000.0,21100.0,20600.0,20800.0,215915
2023-02-13,20800.0,20900.0,20000.0,20400.0,431831
2023-02-14,20400.0,20600.0,20200.0,20600.0,167577
2023-02-15,20500.0,21100.0,20500.0,21000.0,333757
2023-02-16,21100.0,21300.0,20900.0,21300.0,282151
2023-02-17,21300.0,21400.0,20800.0,21100.0,212858
2023-02-20,21100.0,21900.0,21000.0,21800.0,464644
2023-02-21,21800.0,21900.0,21400.0,21600.0,458145
2023-02-22,21400.0,21400.0,20500.0,20600.0,528655
2023-02-23,20600.0,20900.0,20100.0,20900.0,437135
2023-02-24,20600.0,20900.0,20200.0,20400.0,162610
2023-02-27,20400.0,20500.0,19900.0,20000.0,335361
2023-02-28,20300.0,20300.0,20000.0,20100.0,172085
2023-03-01,20100.0,20600.0,19800.0,20500.0,213420
2023-03-02,20400.0,20600.0,20300.0,20400.0,111100
2023-03-03,20400.0,20700.0,20000.0,20300.0,225518
2023-03-06,20300.0,20700.0,20200.0,20400.0,257710
2023-03-07,20400.0,20500.0,20300.0,20400.0,116409
2023-03-08,20200.0,20500.0,20000.0,20500.0,216850
2023-03-09,20600.0,20800.0,20300.0,20700.0,265061
2023-03-10,20700.0,21200.0,20400.0,20700.0,217567
2023-03-13,20700.0,20800.0,20200.0,20300.0,216787
2023-03-14,20300.0,20300.0,19900.0,20000.0,290810
2023-03-15,20200.0,20600.0,20200.0,20600.0,316513
2023-03-16,20400.0,20400.0,20100.0,20400.0,136949
2023-03-17,20300.0,20400.0,20100.0,20300.0,121221
2023-03-20,20100.0,20300.0,19800.0,19900.0,275410
2023-03-21,20000.0,20100.0,19600.0,20100.0,202810
2023-03-22,20200.0,20200.0,19900.0,20000.0,103916
2023-03-23,19800.0,20000.0,19800.0,20000.0,112179
2023-03-24,20000.0,20200.0,19900.0,20000.0,121536
2023-03-27,20000.0,20300.0,20000.0,20200.0,109832
2023-03-28,20300.0,20500.0,20100.0,20200.0,217907
2023-03-29,20200.0,20200.0,20000.0,20100.0,117882
2023-03-30,20200.0,20400.0,20000.0,20200.0,195940
2023-03-31,20100.0,21400.0,20100.0,21300.0,1175577
2023-04-03,21300.0,21800.0,21300.0,21500.0,474159
2023-04-04,21500.0,21500.0,21100.0,21300.0,378339
2023-04-05,21300.0,22100.0,21300.0,21700.0,421730
2023-04-06,21400.0,21700.0,21100.0,21300.0,637304
2023-04-07,21300.0,21400.0,20800.0,21100.0,366694
2023-04-10,21000.0,21600.0,21000.0,21000.0,373080
2023-04-11,21100.0,21300.0,20800.0,21200.0,355157
2023-04-12,21200.0,22000.0,21200.0,21800.0,818676
2023-04-13,21800.0,22200.0,21700.0,21800.0,566355
2023-04-14,21800.0,22100.0,20900.0,20900.0,585637
2023-04-17,21100.0,21100.0,20700.0,21000.0,266386
2023-04-18,21000.0,21400.0,20800.0,21100.0,225384
2023-04-19,21300.0,21400.0,20900.0,21000.0,292664
2023-04-20,20900.0,21300.0,20900.0,21100.0,204287
2023-04-21,21100.0,21300.0,20700.0,20900.0,171565
2023-04-24,21100.0,21100.0,20800.0,20900.0,154150
2023-04-25,20900.0,21000.0,20700.0,20800.0,160576
2023-04-26,20800.0,20800.0,20400.0,20800.0,289399
2023-04-27,20800.0,21300.0,20600.0,21000.0,233507
2023-04-28,21200.0,21300.0,20900.0,21100.0,260533
2023-05-04,21000.0,21600.0,21000.0,21300.0,332989
2023-05-05,21100.0,21400.0,21100.0,21300.0,190930
2023-05-08,21400.0,22500.0,21400.0,22300.0,1340212
2023-05-09,22300.0,22500.0,21900.0,22100.0,416299
2023-05-10,22100.0,22500.0,21900.0,22400.0,722019
2023-05-11,22400.0,22500.0,22000.0,22100.0,436129
2023-05-12,22100.0,22600.0,21900.0,22500.0,861999
2023-05-15,22500.0,22800.0,21900.0,22100.0,709289
2023-05-16,22100.0,22300.0,21600.0,21900.0,567893
2023-05-17,21900.0,22400.0,21600.0,21800.0,652510
2023-05-18,21800.0,22100.0,21600.0,22000.0,441408
2023-05-19,22100.0,22100.0,21700.0,22000.0,399839
2023-05-22,21600.0,23100.0,21600.0,22800.0,1086181
2023-05-23,22800.0,22800.0,22200.0,22300.0,608487
2023-05-24,22400.0,22600.0,22100.0,22200.0,417840
2023-05-25,22200.0,22700.0,22200.0,22500.0,460845
2023-05-26,22700.0,23400.0,22500.0,23200.0,1231703
