time,open,high,low,close,volume
2023-01-03,23800.0,25570.0,23620.0,25130.0,393605
2023-01-04,24690.0,25570.0,24690.0,24860.0,249090
2023-01-05,24860.0,24860.0,24240.0,24420.0,180432
2023-01-06,24510.0,24600.0,23710.0,23890.0,225469
2023-01-09,23980.0,24240.0,23710.0,23800.0,119795
2023-01-10,24420.0,24600.0,23530.0,24060.0,228588
2023-01-11,24330.0,24510.0,24060.0,24330.0,382593
2023-01-12,24240.0,25040.0,24240.0,24330.0,237246
2023-01-13,24510.0,24770.0,24420.0,24510.0,268809
2023-01-16,24600.0,24600.0,23980.0,24330.0,123619
2023-01-17,24240.0,24600.0,24150.0,24420.0,324077
2023-01-18,24420.0,25400.0,24420.0,25130.0,393725
2023-01-19,25130.0,25400.0,24860.0,25130.0,321845
2023-01-27,24950.0,25750.0,24690.0,25400.0,634318
2023-01-30,25400.0,26460.0,25400.0,26110.0,567282
2023-01-31,26200.0,26280.0,25220.0,25840.0,727624
2023-02-01,25840.0,26280.0,25310.0,25310.0,1130264
2023-02-02,25400.0,25400.0,24690.0,24950.0,371057
2023-02-03,24510.0,24950.0,23710.0,24060.0,442335
2023-02-06,24150.0,24150.0,23620.0,24060.0,182698
2023-02-07,24060.0,24330.0,23530.0,23710.0,214015
2023-02-08,23710.0,23890.0,23180.0,23620.0,182521
2023-02-09,23710.0,24060.0,23710.0,24060.0,99559
2023-02-10,24060.0,24240.0,23800.0,23800.0,168570
2023-02-13,23980.0,23980.0,22910.0,23270.0,292349
2023-02-14,23350.0,23620.0,23000.0,23620.0,113273
2023-02-15,23350.0,23800.0,23270.0,23800.0,137472
2023-02-16,23620.0,24420.0,23620.0,24240.0,262631
2023-02-17,24420.0,24420.0,23710.0,23710.0,209749
2023-02-20,23710.0,24420.0,23710.0,24420.0,393728
2023-02-21,24420.0,25310.0,24150.0,24770.0,784970
2023-02-22,24690.0,24690.0,23620.0,23800.0,513816
2023-02-23,24240.0,24240.0,23090.0,23530.0,476600
2023-02-24,23350.0,23890.0,23180.0,23440.0,172864
2023-02-27,23350.0,23350.0,22550.0,22730.0,190488
2023-02-28,22470.0,23710.0,22200.0,22910.0,97706
2023-03-01,22820.0,23180.0,22640.0,23090.0,222611
2023-03-02,23530.0,23800.0,23000.0,23180.0,89314
2023-03-03,23530.0,23530.0,22910.0,23000.0,96959
2023-03-06,23090.0,23710.0,23090.0,23350.0,267946
2023-03-07,23350.0,23530.0,23270.0,23270.0,145981
2023-03-08,23180.0,23620.0,23090.0,23530.0,295120
2023-03-09,23620.0,24060.0,23530.0,23800.0,532019
2023-03-10,23710.0,24600.0,23530.0,24150.0,545052
2023-03-13,23980.0,24150.0,23620.0,23620.0,442015
2023-03-14,23980.0,23980.0,23350.0,23440.0,419696
2023-03-15,23710.0,24860.0,23710.0,24060.0,235974
2023-03-16,24060.0,24150.0,23350.0,23350.0,419265
2023-03-17,23980.0,23980.0,23530.0,23710.0,58421
2023-03-20,23530.0,23980.0,23000.0,23090.0,356852
2023-03-21,23440.0,23530.0,23000.0,23440.0,180882
2023-03-22,23530.0,23980.0,23090.0,23710.0,651503
2023-03-23,23440.0,23800.0,23000.0,23350.0,138736
2023-03-24,23530.0,23620.0,23270.0,23530.0,105107
2023-03-27,23530.0,23710.0,23350.0,23530.0,293430
2023-03-28,23440.0,23710.0,23350.0,23530.0,422474
2023-03-29,23530.0,23620.0,23350.0,23620.0,160875
2023-03-30,23350.0,23980.0,23350.0,23620.0,387377
2023-03-31,23710.0,24330.0,23710.0,24240.0,567761
2023-04-03,24420.0,25220.0,24330.0,25040.0,604357
2023-04-04,25040.0,25220.0,24510.0,24860.0,424068
2023-04-05,24860.0,26200.0,24770.0,26020.0,1060125
2023-04-06,26020.0,26910.0,25930.0,26110.0,1135812
2023-04-07,26110.0,26910.0,25750.0,26820.0,897308
2023-04-10,26820.0,27710.0,26730.0,26820.0,1030817
2023-04-11,26990.0,26990.0,26110.0,26460.0,755041
2023-04-12,26460.0,27080.0,26370.0,26550.0,237019
2023-04-13,26460.0,27440.0,26460.0,26820.0,512258
2023-04-14,26990.0,27170.0,26200.0,26200.0,453831
2023-04-17,26640.0,26820.0,26200.0,26820.0,420617
2023-04-18,26990.0,28060.0,26730.0,27790.0,781389
2023-04-19,27970.0,27970.0,27170.0,27350.0,420923
2023-04-20,27440.0,28500.0,27260.0,27970.0,843817
2023-04-21,28150.0,28330.0,27170.0,27790.0,490731
2023-04-24,27530.0,28240.0,27260.0,27350.0,416535
2023-04-25,27530.0,27880.0,26640.0,26990.0,726149
2023-04-26,26990.0,27080.0,26460.0,26990.0,384752
2023-04-27,27170.0,27350.0,26730.0,26910.0,202729
2023-04-28,27350.0,27620.0,26730.0,27530.0,560881
2023-05-04,27530.0,27530.0,26460.0,26910.0,615954
2023-05-05,26730.0,26910.0,26200.0,26370.0,356790
2023-05-08,26820.0,26910.0,26280.0,26640.0,259340
2023-05-09,26640.0,27440.0,26550.0,26640.0,435658
2023-05-10,26820.0,26990.0,26370.0,26730.0,541065
2023-05-11,26640.0,26820.0,26370.0,26460.0,344003
2023-05-12,26640.0,26730.0,26280.0,26550.0,595144
2023-05-15,26550.0,26820.0,26370.0,26640.0,298824
2023-05-16,26640.0,28950.0,26640.0,28680.0,1888291
2023-05-17,28680.0,30720.0,28680.0,29840.0,1539452
2023-05-18,29840.0,30550.0,29130.0,29390.0,1054362
2023-05-19,29390.0,31080.0,29300.0,30810.0,1267969
2023-05-22,30010.0,31520.0,30010.0,31350.0,933359
2023-05-23,31430.0,31430.0,30370.0,31080.0,855687
2023-05-24,31080.0,32680.0,31080.0,32229.999999999996,961596
2023-05-25,31880.0,32680.0,31610.0,32229.999999999996,620696
2023-05-26,32229.999999999996,33300.0,32229.999999999996,32500.0,855463
2023-05-29,32860.0,33300.0,32229.999999999996,33210.0,916378
2023-05-30,33210.0,34190.0,32860.0,33740.0,843576
2023-05-31,33740.0,34280.0,33210.0,33650.0,661381
2023-06-01,33650.0,33920.0,32590.000000000004,33650.0,1129594
2023-06-02,33390.0,34010.0,33120.0,33390.0,572038
2023-06-05,33210.0,33650.0,32860.0,33390.0,710231
2023-06-06,33120.0,35340.0,33120.0,34900.0,941916
2023-06-07,34630.0,35340.0,34630.0,35080.0,649903
2023-06-08,35340.0,35340.0,33830.0,33830.0,724566
2023-06-09,33830.0,34450.0,33740.0,34370.0,677725
2023-06-12,34010.0,34900.0,33740.0,34630.0,789447
2023-06-13,34630.0,35520.0,34100.0,34630.0,494754
2023-06-14,34630.0,35080.0,33830.0,34190.0,600862
2023-06-15,34190.0,34280.0,33390.0,33740.0,748571
2023-06-16,34100.0,34630.0,33650.0,33920.0,855690
2023-06-19,33920.0,34370.0,33480.0,34010.0,447031
2023-06-20,33740.0,35520.0,33740.0,35340.0,1367557
2023-06-21,35080.0,36410.0,35080.0,36230.0,1204984
2023-06-22,36320.0,37120.0,35870.0,36500.0,668184
2023-06-23,36410.0,37210.0,35700.0,36140.0,658755
2023-06-26,36140.0,36410.0,34810.0,35430.0,940885
2023-06-27,35430.0,35960.0,34720.0,35700.0,829706
2023-06-28,35340.0,36590.0,35160.0,35960.0,1056884
2023-06-29,35870.0,36320.0,34810.0,35160.0,592913
2023-06-30,35340.0,35520.0,34810.0,35340.0,593792
2023-07-03,35160.0,35960.0,35160.0,35960.0,808834
2023-07-04,35700.0,36230.0,35610.0,36140.0,844085
2023-07-05,36050.0,37560.0,36050.0,36940.0,1230414
2023-07-06,36940.0,37560.0,36410.0,36850.0,819282
2023-07-07,36850.0,37740.0,36410.0,37300.0,1034259
2023-07-10,37300.0,37740.0,36940.0,37380.0,1229549
2023-07-11,37380.0,37920.0,36850.0,37210.0,1068063
2023-07-12,37210.0,37740.0,37030.0,37560.0,1113099
2023-07-13,37470.0,38010.0,37210.0,37470.0,879808
2023-07-14,37740.0,38540.0,37380.0,38360.0,1129159
2023-07-17,38980.0,38980.0,37560.0,38090.0,773372
2023-07-18,38010.0,38090.0,37300.0,38010.0,824409
2023-07-19,37740.0,38630.0,37560.0,38010.0,557648
2023-07-20,37920.0,38360.0,37560.0,38270.0,591053
2023-07-21,38540.0,39520.0,38270.0,39430.0,1212868
2023-07-24,39690.0,40400.0,38890.0,38980.0,925387
2023-07-25,39430.0,39430.0,37830.0,38180.0,1476401
2023-07-26,38180.0,38630.0,37650.0,38450.0,1155825
2023-07-27,38360.0,39070.0,37830.0,38450.0,676828
2023-07-28,38450.0,38450.0,37920.0,38450.0,808546
2023-07-31,38450.0,39960.0,38090.0,39960.0,1664429
2023-08-01,39960.0,40850.0,39160.0,39250.0,1073273
2023-08-02,39690.0,39690.0,38980.0,39340.0,563349
2023-08-03,39250.0,39960.0,38890.0,39430.0,1131284
2023-08-04,39250.0,39520.0,38800.0,39340.0,915760
2023-08-07,41210.0,41210.0,39740.0,40230.0,752249
2023-08-08,40030.0,41010.0,39440.0,40030.0,812851
2023-08-09,40030.0,40520.0,39440.0,40030.0,920524
2023-08-10,39740.0,40230.0,39350.0,39640.0,456921
2023-08-11,39540.0,40620.0,39440.0,40430.0,1341263
2023-08-14,40130.0,41010.0,40130.0,41010.0,630310
2023-08-15,41010.0,41210.0,40230.0,40820.0,884590
2023-08-16,40820.0,41110.0,40430.0,40820.0,624784
2023-08-17,40920.0,41310.0,40430.0,41010.0,710859
2023-08-18,40920.0,41210.0,38360.0,38760.0,2061197
2023-08-21,39050.0,39250.0,37580.0,38860.0,1252068
2023-08-22,38760.0,39150.0,37580.0,38660.0,557744
2023-08-23,38950.0,39540.0,38070.0,38560.0,445395
2023-08-24,38560.0,39150.0,38070.0,39050.0,641556
2023-08-25,39050.0,39540.0,38660.0,39350.0,788871
2023-08-28,39350.0,41010.0,39350.0,40920.0,973818
2023-08-29,40920.0,41500.0,40620.0,41010.0,949632
2023-08-30,40430.0,42980.0,40430.0,42880.0,1124584
2023-08-31,42980.0,43960.0,42780.0,43470.0,667118
2023-09-05,43270.0,43660.0,42580.0,43070.0,626258
2023-09-06,42780.0,44740.0,42780.0,44450.0,845066
2023-09-07,44450.0,44840.0,43660.0,44640.0,468836
2023-09-08,44640.0,45630.0,44150.0,45040.0,870023
2023-09-11,45040.0,45430.0,43570.0,44550.0,1588383
2023-09-12,44350.0,45040.0,43660.0,45040.0,687571
2023-09-13,44940.0,46610.0,44350.0,45920.0,1329629
2023-09-14,45330.0,46310.0,44640.0,45230.0,1132444
2023-09-15,45230.0,46710.0,45230.0,46210.0,888430
2023-09-18,46210.0,47100.0,45630.0,46610.0,1010208
2023-09-19,46800.0,47200.0,46020.0,46800.0,765327
2023-09-20,46900.0,47880.0,46510.0,47880.0,1349894
2023-09-21,47980.0,50730.0,47590.0,48860.0,1880344
2023-09-22,48860.0,49060.0,47100.0,48570.0,1804963
2023-09-25,48370.0,49940.0,47590.0,47980.0,1556598
2023-09-26,47980.0,48570.0,45430.0,45630.0,2175186
2023-09-27,45630.0,46120.0,43270.0,46120.0,1505459
2023-09-28,46310.0,46410.0,44250.0,45530.0,1472839
2023-09-29,45820.0,46120.0,44840.0,45230.0,940922
2023-10-02,45330.0,46020.0,45040.0,45430.0,633188
2023-10-03,45430.0,45820.0,43760.0,43960.0,979635
2023-10-04,43960.0,44740.0,43270.0,44550.0,1035723
2023-10-05,44940.0,45920.0,44350.0,44640.0,817897
2023-10-06,44940.0,45140.0,43960.0,45140.0,762771
2023-10-09,45140.0,46020.0,44840.0,45920.0,1073160
2023-10-10,46120.0,47590.0,45820.0,47200.0,1563050
2023-10-11,46800.0,47980.0,46800.0,47690.0,930176
2023-10-12,47390.0,47980.0,47000.0,47290.0,646617
2023-10-13,47100.0,49350.0,46710.0,49260.0,1785778
2023-10-16,49060.0,51120.0,49060.0,49650.0,1603094
2023-10-17,50140.0,51020.0,47690.0,47690.0,1805519
2023-10-18,47690.0,48570.0,45140.0,47100.0,2203647
2023-10-19,46900.0,47490.0,45140.0,45630.0,1133317
2023-10-20,45720.0,45820.0,44150.0,45630.0,1469420
2023-10-23,45720.0,47000.0,45140.0,46610.0,1052533
2023-10-24,46510.0,47980.0,46510.0,47590.0,1188411
2023-10-25,47590.0,47980.0,46410.0,46800.0,1099297
2023-10-26,46800.0,47100.0,43660.0,44840.0,1988459
2023-10-27,44840.0,45820.0,44250.0,45820.0,762568
2023-10-30,45140.0,45920.0,43760.0,44350.0,1160258
2023-10-31,44550.0,44940.0,38860.0,39250.0,1986249
2023-11-01,39250.0,40430.0,38950.0,40130.0,1427843
2023-11-02,40130.0,42680.0,40130.0,42580.0,1126569
2023-11-03,41900.0,43170.0,41700.0,42880.0,831681
2023-11-06,42880.0,43760.0,42190.0,42680.0,597831
